2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Coenzyme A [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	D-(+)-Turanose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Tryptophan [[M+NH4]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	FinalOD	Summary_y
5418.556822361162	4030.375873482898	607.3291651342405	2.2361162191982347	1376.5531445384331	2064.3824935638104	1864.920926811328	4864.0	13558.914306730416	4174.381757999265	1674.403824935638	2669.922765722692	1297.8418536226554	1227.180581095991	245.036188383035	13526.71423317396	672.1183160262779	792.1492094689627	308.58403824935635	5.366678926075763	1118.952556086797	4680.638470025745	10042.84516366311	449.01213681500553	665.4681868333946	188.728208900331	12331.733725634424	2991.9235012872377	385.5064361897756	138.63920559029054	40.25009194556822	576.0235380654652	1577.8036042662743	110.91136447223244	1124.3192350128725	39.355645457888926	1838.981978668628	142.21699154100773	6220.875321809489	645.5498420425288	182.46708348657597	639.675067076646	1425.7477013607945	118.0669363736668	Negative control with alanine supplementation with caffeine.	E5	36	Negative control with alanine supplementation with caffeine.	Yes	NegHigh	0.1670843746154237	18370.95557615734	0.8788351981503444	Negative control with alanine supplementation with caffeine.
7534.525766460763	6101.56350563134	427.0839478450687	138.96164273167906	1756.7811347179245	1589.7721879486585	2266.732117219499	4683.8997742769625	22574.25511788845	6352.714364513365	330.1932611697695	1310.5740250290469	266.4493883570727	192.5064958943444	321.2704960657912	6848.641694996146	18.48572311568208	83.87362508775803	10.19901965003149	20.39803930006298	1255.7542944101274	10332.881782938151	15433.666485410153	393.9371339824663	590.2682622455725	498.4770853952891	13370.914761191283	3145.122684578461	330.1932611697695	1.9123161843809044	72.66801500647438	187.40698606932864	3101.776851065827	80.31727974399799	1102.7689996596548	122.38823580037788	2966.6398407029096	3.824632368761809	14796.227757283184	71.62543400236467	498.4770853952891	68.5392696230454	1800.126968230558	121.11335834412397	Low arginine supplementation with caffeine treatment.	G3	22	Low arginine supplementation with caffeine treatment.	Yes	PosLow	0.1781251802691579	29437.285532583883	1.3934444325715436	Low arginine supplementation with caffeine treatment.
3332.2213465821483	5102.211801561468	478.0487040798845	2.5213539244719647	860.2859590298343	278.3574732617049	1010.402008579533	6567.622702464573	20757.80258939279	3074.0347047162195	967.1913654274456	3012.513668959103	115.98228052571038	11.093957267676643	197.67414767860205	35.2989549426075	507.2964096037593	507.2964096037593	8.068332558310287	40.219356590566505	1986.826892483908	13065.65603661372	24955.35260285372	137.16165349127488	82.70040872268044	460.9034973934752	145164.43084754888	1112.4213514770308	345.9297584375536	1.5128123546831789	99.8456154090898	549.6551555348883	1680.2302552681172	97.82853226951222	620.2530654201033	3911.124207640912	1273.7880026432365	461.9120389632639	17249.086468097605	484.0999534986172	557.7234880931986	507.2964096037593	1869.8360703884089	690.8509753053183	High arginine supplementation with caffeine treatment.	A6	40	High arginine supplementation with caffeine treatment.	Yes	PosHigh	0.1664453050332675	7250.321888403927	0.3029998761770742	High arginine supplementation with caffeine treatment.
3179.263598100107	5008.941863533799	495.9018854927149	835.3783440179292	689.7695689152025	1063.360083321627	1384.53143869107	6389.313051507648	17893.2383347665	2175.811125106459	1259.723917174447	25211.119346357824	1780.5873069704865	630.6940087306676	392.72766770564	13662.263355352983	12.064727079940212	71.94011335736076	445.1468267426216	13.312802295106442	652.3273124602156	1013.4370747149778	5771.931845072087	397.690160386162	467.61218061561374	182.21898141426945	21583.38072094132	1986.9357425446365	155.59337682405655	1.2480752151662289	391.8956175621959	426.0096734434061	1864.6243714583456	365.27001297198296	3238.339158284642	95.68576649607756	1137.412546088157	171.40232954949542	2709.987317197605	9.568576649607754	192.20358313559925	12.064727079940212	1213.1291091415744	156.4254269675007	Negative control with alanine supplementation with caffeine.	C12	90	Negative control with alanine supplementation with caffeine.	Yes	NegHigh	0.1668077105867381	28656.359794603737	1.3055484643418598	Negative control with alanine supplementation with caffeine.
5595.024072869226	7008.02081977879	1052.2316200390371	16.614183474300585	509.501626545218	1875.8204294079376	1076.757319453481	4864.0	21708.408588158756	4875.867273910215	2428.8353936239428	2646.402081977879	291.93493819128173	1382.1418347430058	269.41545724920826	2890.076772934288	3014.287573194535	3014.287573194535	6.329212752114509	27.69030579050097	1306.9824333116462	1303.8178269355888	18791.43266102798	445.4183474300586	271.3649967469096	52.2160052049447	16333.324658425505	1101.2830188679245	398.7404033832141	1.1867273910214704	3.955757970071568	519.7865972674041	1331.5081327260898	59.33636955107352	1047.4847104749513	390.8288874430709	1378.1860767729345	116.2992843201041	2404.309694209499	3007.9583604424206	52.2160052049447	3014.287573194535	1371.0657124268057	905.0774235523749	Low arginine supplementation without caffeine treatment.	C1	2	Low arginine supplementation without caffeine treatment.	None	PosLow	0.0399158361674418	73055.13599760502	2.282926931151795	Low arginine supplementation without caffeine treatment.
10757.51292717458	2929.4051851635254	969.579729128198	97.30240620913531	8203.540034994976	4841.871062955469	1373.4277690581491	2529.8625614375187	9677.714543225416	8423.116261396122	3005.180510352941	4180.559134029664	149.82848389725262	1332.9568567410752	433.1248701167705	3719.879600207652	2613.387635794033	2613.387635794033	153.27281686040786	5.16649944473285	935.1363994966456	1363.0947701686837	21198.14722173888	556.2597735495701	2535.0290608822515	5.16649944473285	31699.918426399185	1633.4749077763693	112.80190454333388	87.83049056045844	107.63540509860104	299.65696779450525	1447.4809277659867	396.9593740036406	1004.0230587597504	160.16148278671832	1115.102796821507	6.027582685521658	2505.752230695432	2529.0014781967297	3.874874583549637	2584.9718888480024	434.84703659834815	903.27631958746	Low arginine supplementation without caffeine treatment.	B9	65	Low arginine supplementation without caffeine treatment.	None	PosLow	0.2252529590975309	63384.02543679817	2.113117840069477	Low arginine supplementation without caffeine treatment.
2961.0731707317077	1321.6158536585367	770.0914634146342	134.0	2110.9085365853657	511.4878048780488	2026.75	966.189024390244	4789.682926829269	2299.2439024390246	961.2865853658536	415.4817073170732	4.085365853658536	610.7621951219512	445.9549286952752	54.74390243902439	3712.6783536585367	3713.189024390244	3.268292682926829	13.073170731707318	206.3109756097561	415.890243902439	9423.30487804878	230.8231707317073	812.579268292683	163.41463414634146	13441.670731707318	1227.2439024390244	107.44512195121952	201.40853658536585	87.01829268292683	122.5609756097561	1117.3475609756097	26.14634146341464	183.84146341463412	199.77439024390245	600.5487804878048	1.225609756097561	440.8109756097561	3661.3048780487807	170.76829268292684	3698.0731707317073	1006.2256097560976	1282.3963414634147	Negative control with alanine supplementation without caffeine.	H8	63	Negative control with alanine supplementation without caffeine.	None	NegHigh	0.2780640094711987	69894.39456179176	2.0074390704193807	Negative control with alanine supplementation without caffeine.
9994.420634920634	8835.611111111111	606.8174603174602	130.83333333333331	3132.523809523809	1118.936507936508	2963.063492063492	6905.507936507936	33291.47619047619	7613.253968253968	1528.8809523809523	4371.079365079365	16.198412698412696	604.3253968253968	73.51587301587301	10261.071428571428	180.6746031746032	180.6746031746032	616.7857142857142	7.476190476190475	777.5238095238095	10111.547619047618	20854.83333333333	1006.7936507936508	2049.722222222222	57.31746031746032	20128.396825396823	2016.079365079365	525.8253968253968	168.2142857142857	68.53174603174602	383.77777777777777	1729.4920634920634	497.1666666666666	785.0	480.9682539682539	1700.8333333333333	139.056341863863	14245.880952380952	97.1904761904762	128.34126984126982	157.0	2480.8492063492063	127.09523809523807	Low arginine supplementation with caffeine treatment.	F1	5	Low arginine supplementation with caffeine treatment.	Yes	PosLow	0.1813398590808716	24067.229080471792	1.1799790585063383	Low arginine supplementation with caffeine treatment.
5232.69972634794	1949.585824506016	716.5225490163091	87.19586575330744	3240.4637501147627	3149.476759763485	1760.9773757570135	4867.8039837933375	8416.296607493154	4376.853348356237	747.7993269495606	2734.3486162857826	794.2406032746918	910.8176846622658	159.22723311473536	3894.4327432645687	316.55890393048577	326.0367154254105	162.07057656321277	5.686686896954834	1843.4343357628584	10454.97386005146	16694.21716716041	649.2300874023435	723.1570170627564	285.2821259972342	11530.705464725415	3822.401375903141	2183.687768430656	1.4216717242387085	19.90340413934192	723.1570170627564	2258.562479240561	527.914100267307	1048.2459513386743	107.09926989264936	2596.920349609374	137.42826667640847	14080.236756860168	248.31866116702773	296.6554997911438	309.9244358840384	552.5564101541113	210.40741518732884	Low arginine supplementation with caffeine treatment.	C6	42	Low arginine supplementation with caffeine treatment.	Yes	PosLow	0.1812110563050957	28158.31728108252	1.35213199781169	Low arginine supplementation with caffeine treatment.
7405.820156994524	9010.00107565296	598.5464886826288	12.085423257141285	2903.681956255261	4112.224281969389	2632.077970423717	5372.9247501617065	34802.20253111727	5545.301050303037	2335.03098826135	4285.236657018991	269.69576110673177	1065.4254713532446	546.3883462044402	3567.744160489761	1551.0686638178431	1871.332380132087	276.6925850977084	159.01872706764846	805.2708338705718	3480.6018980566896	22146.220081257263	573.7395672600757	1788.0065671486393	254.42996330823755	30208.46954358704	1772.740769350145	281.1451094556025	1242.8903707607403	17.810097431576626	347.29689991574423	1348.478805533659	213.0850942706489	880.9637479547724	1013.9034037833266	1794.3673162313453	1.9082247248117816	4065.154738757365	1318.583284844941	286.23370872176724	1340.2098317261411	790.6411109803481	711.7678223547945	Baseline condition with no supplementation or treatment.	D5	35	Baseline condition with no supplementation or treatment.	None	None	0.2303122221437348	63506.63018367511	2.177275240641324	Baseline condition with no supplementation or treatment.
10301.269039418294	7784.590508993494	544.5024875621891	21.540757749712974	2173.2231151932647	2600.448143895905	1317.5763490241102	4753.32721010333	31569.17719096824	8424.829697665518	1753.1783390738617	3660.7321086873326	652.206276310754	999.2518178339076	22.73746651358592	8215.405663987754	17.352277076157673	71.38388431257876	570.8300803673939	7.1802525832376585	707.2548794489094	13941.657099119786	16423.63107539227	494.2407194795255	1037.5464982778417	750.3363949483353	17953.02487562189	2194.7638729429773	698.8779181017987	1.7950631458094146	174.71947952544969	552.8794489092996	2936.7233065442024	22.73746651358592	800.5981630309989	235.75162648296975	3127.0	276.4397244546498	18089.449674703406	13.762150784538845	740.7627248373517	17.352277076157673	1482.7221584385763	381.7500956754688	Caffeine treatment without arginine supplementation.	B3	17	Caffeine treatment without arginine supplementation.	Yes	None	0.1719398510146321	28999.44647209177	1.3254655646475064	Caffeine treatment without arginine supplementation.
4963.731225296443	4787.324110671937	811.6465273856578	2.1725014116318464	1452.9689440993789	1174.0197628458498	623.9424054206663	6357.608130999435	20567.505364201017	4511.850931677019	2009.1293054771315	2510.5426312817617	211.16713721061544	1131.4387351778655	309.77662282860825	3336.0931677018634	2855.970355731225	2855.535855448899	6.9520045172219085	53.00903444381705	2169.025409373236	1927.443252399774	20180.80011293055	30.41501976284585	636.9774138904573	150.33709768492378	11155.360248447205	1301.7628458498025	38.2360248447205	519.6623376623377	21.725014116318462	572.6713721061548	1413.8639186900057	51.27103331451158	966.3286278938452	69.52004517221908	1603.3060417843026	654.3574251835122	4996.753246753247	2823.382834556748	168.58610954263128	2823.382834556748	1539.0	467.52230378317336	Baseline condition with no supplementation or treatment.	H1	7	Baseline condition with no supplementation or treatment.	None	None	0.2228214186197424	69963.76802448285	2.341887357440001	Baseline condition with no supplementation or treatment.
6118.0	3778.0	1476.0	191.8336928650766	2302.0	460.0	790.0	11182.0	13918.0	4744.0	16.0	6542.0	322.0	22.0	256.0	32.0	64.0	64.0	136.2944558599693	65.03017411116372	182.0	442.0	20934.0	11.0	10.0	74.0	35608.0	154.0	42.0	3.0	654.0	388.0	3218.0	1048.0	1202.0	430.0	2460.0	6.0	708.0	64.0	88.0	64.0	2964.0	786.0	Low arginine supplementation with caffeine treatment.	C9	66	Low arginine supplementation with caffeine treatment.	Yes	PosLow	0.1800396082905825	32342.182704469204	1.4793621483331023	Low arginine supplementation with caffeine treatment.
3713.964580873672	5575.480519480519	768.0	136.0094451003542	942.9988193624558	975.6410861865407	1165.1475796930342	6071.461629279812	23759.94332939788	3243.3719008264466	3266.946871310508	1885.0909090909088	1162.4273907910272	1100.7697756788666	174.39326833100412	11677.770956316412	401.6812278630461	401.6812278630461	14.50767414403778	130.56906729634002	3227.050767414404	2044.6753246753249	17229.67650531287	64.37780401416765	1058.1534828807555	286.5265643447462	4411.239669421488	2549.72373081464	731.7308146399056	182.25265643447463	340.93034238488787	367.2255017709563	1473.4356552538372	737.1711924439197	631.9905548996459	114.24793388429752	2738.323494687131	251.1641086186541	9964.051948051949	401.6812278630461	287.43329397874857	401.6812278630461	1719.159386068477	268.39197166469893	Negative control with alanine supplementation with caffeine.	G8	62	Negative control with alanine supplementation with caffeine.	Yes	NegHigh	0.1646392017808111	16181.8867787583	0.7617220283180108	Negative control with alanine supplementation with caffeine.
9858.26683194494	11830.59037282964	530.7782006050572	50.2630871785092	3954.699699205104	3805.250786661004	2279.933634417177	4978.726328655265	43741.619160721566	7653.392741047668	2982.9466804205927	1946.8569100475895	217.8067111068732	1850.351782664852	333.0767243695877	6904.807829335738	2501.761392498332	2501.761392498332	406.79591889806784	231.21020102114232	751.2656096947842	2615.020882273905	22264.53709659244	513.3536637165073	851.1216095560892	48.92273818708229	30555.935957559315	1538.0504676623816	55.62448314421685	536.8097710664783	19.435060375690224	327.0451539081665	1588.313554840891	469.1221469994192	1241.163166061321	850.4514350603757	661.4622272691811	73.71919452848016	3236.272639800279	2377.779110791342	48.92273818708229	2434.7439429269857	627.9535024835083	727.8095023448133	Baseline condition with no supplementation or treatment.	G2	14	Baseline condition with no supplementation or treatment.	None	None	0.0650602763431276	68030.74831637433	2.4049960142172986	Baseline condition with no supplementation or treatment.
5076.23971244596	8794.148443466624	342.4318215259142	131.87152556386235	1331.1969226673018	1331.1969226673018	2262.437819241737	6201.76046972765	27419.50905613049	4258.96186265511	2642.857323028846	6892.050924531078	265.9137758283644	725.0220500136629	218.70051358945076	3122.0448006950623	1494.40828609665	1606.336278473385	568.7298715676039	33.10355168475557	974.6553905872296	271.3405875799637	20023.850001051	737.5037170423413	996.9053187687866	100.93869857974649	132121.15890443593	1729.5249052346885	103.1094232803862	371.1939238093903	145.43855494286055	60.23761044275194	1761.5430945691242	279.4808052073626	468.3338541630173	3025.990232691755	1222.1180064601565	1.628043525479782	1520.0499716229565	1427.794171845769	68.92050924531078	1457.098955304405	889.4544460871209	150.32268551929988	High arginine supplementation without caffeine treatment.	C7	50	High arginine supplementation without caffeine treatment.	None	PosHigh	0.2388866025757171	60882.87144825817	2.2315510958692863	High arginine supplementation without caffeine treatment.
9498.321042205222	10844.664933552862	371.1585580043376	35.764743276649234	3460.437605034017	1693.6592871675448	3436.594442849584	11655.33244782358	36408.50865562893	7022.606035388281	3855.4393252227874	9190.74425002604	575.4149807176454	1506.09307798334	109.67854604839098	4503.97333663936	2489.226132054787	2489.226132054787	216.9727758783387	129.54784786875166	940.2153621394676	553.9561347516559	25537.616243673183	921.935604464736	19.86930182036069	118.42103884934969	174005.0133057723	2192.776148895005	138.2903406697104	205.05119478612227	113.65240641246312	425.2030589557187	1844.665981002286	677.1458060378922	730.3955349164588	5094.48898674048	2159.3957218368	2.3843162184432822	2010.7733442205013	2467.7672860887974	100.93605324743228	2480.483639253828	941.8049062850964	37.35428742227809	High arginine supplementation without caffeine treatment.	F2	13	High arginine supplementation without caffeine treatment.	None	PosHigh	0.2531590344035663	53922.842571846624	2.1184505958013697	High arginine supplementation without caffeine treatment.
